subject_category,object_category,subject_bbox,object_bbox,source_img,y
person,chair,"(165, 358, 422, 571)","(254, 426, 390, 492)",9064793840_2a46a84f32_b.jpg,1
person,bench,"(235, 924, 417, 692)","(461, 883, 1, 721)",9416151887_9ec7680564_b.jpg,1
person,motorcycle,"(236, 416, 178, 282)","(307, 432, 116, 354)",8073566196_1479f7842d_b.jpg,1
person,bench,"(309, 485, 882, 967)","(358, 472, 697, 980)",8489260810_50170a9820_b.jpg,1
person,cart,"(268, 523, 349, 555)","(348, 608, 406, 611)",7377162790_f3404c6be3_o.jpg,1
bear,chair,"(244, 592, 635, 870)","(290, 681, 637, 1000)",9558456557_6b275f3efc_b.jpg,1
person,chair,"(279, 680, 555, 887)","(309, 630, 511, 874)",3133548455_9665e9abda_b.jpg,1
person,sofa,"(176, 957, 188, 720)","(391, 959, 2, 912)",851623519_9909323580_o.jpg,1
person,motorcycle,"(109, 751, 703, 987)","(336, 762, 217, 760)",6340351135_ef5e056f5d_b.jpg,1
person,grass,"(318, 388, 662, 725)","(332, 651, 1, 1022)",2438309278_488df89f66_b.jpg,1
person,table,"(129, 682, 52, 507)","(343, 683, 361, 711)",9829066303_a49f0f0f2c_b.jpg,1
person,chair,"(289, 501, 129, 370)","(329, 524, 29, 453)",7145576305_38536a1d03_o.jpg,1
person,chair,"(137, 446, 466, 667)","(181, 465, 483, 732)",6273701491_e133fa39a3_b.jpg,1
